model_name,variables,filter_rule,method,variable,coefficient,p_value
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 24.808000 AND T-3 Return <= 0.106004,2pt,Fear and Greed Index,0.0004382364586232923,0.17058355737849926
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 24.808000 AND T-4 Return >= -0.093502,1pt,const,0.011604456065933534,0.5335737074416095
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 24.808000 AND T-4 Return >= -0.093502,1pt,Kurtosis,-0.0028036050882045927,0.21898736357423312
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 24.808000 AND T-4 Return >= -0.093502,1pt,Median,-2.1188599711410625e-07,0.3221095200850591
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 24.808000 AND T-4 Return >= -0.093502,1pt,Fear and Greed Index,0.00018577752951630318,0.5728120649757089
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 24.808000 AND T-4 Return >= -0.093502,2pt,const,0.011461781040764608,0.5383571194811395
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 24.808000 AND T-4 Return >= -0.093502,2pt,Kurtosis,-0.0027860110934170342,0.22117071668887456
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 24.808000 AND T-4 Return >= -0.093502,2pt,Median,-2.094538627918022e-07,0.3268370354420205
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 24.808000 AND T-4 Return >= -0.093502,2pt,Fear and Greed Index,0.00018456436583568872,0.5751581217141506
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 24.808000 AND T-4 Return <= 0.108559,1pt,const,0.00037584371525353506,0.9833377676897292
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 24.808000 AND T-4 Return <= 0.108559,1pt,Kurtosis,-0.004331532299306318,0.06671557804293321
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 24.808000 AND T-4 Return <= 0.108559,1pt,Median,-2.7264758218949717e-07,0.22662408307754722
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 24.808000 AND T-4 Return <= 0.108559,1pt,Fear and Greed Index,0.00047650957035312927,0.13580154932738955
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 24.808000 AND T-4 Return <= 0.108559,2pt,const,0.00015193298211506074,0.993258670244394
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 24.808000 AND T-4 Return <= 0.108559,2pt,Kurtosis,-0.004299901622664716,0.06831736328788394
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 24.808000 AND T-4 Return <= 0.108559,2pt,Median,-2.690816544318987e-07,0.23207457576081317
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 24.808000 AND T-4 Return <= 0.108559,2pt,Fear and Greed Index,0.00047476898730731596,0.13712017987393232
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-1 Return >= -0.093502,1pt,const,-0.003160480004905503,0.852828837183366
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-1 Return >= -0.093502,1pt,Kurtosis,-0.002015306190304529,0.5238478350975718
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-1 Return >= -0.093502,1pt,Median,-2.7610962380675257e-07,0.1849006778628298
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-1 Return >= -0.093502,1pt,Fear and Greed Index,0.0004810187078366937,0.11141299450107002
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-1 Return >= -0.093502,2pt,const,-0.0032828856199225167,0.8468120193077053
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-1 Return >= -0.093502,2pt,Kurtosis,-0.001999243737721225,0.5264516833116288
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-1 Return >= -0.093502,2pt,Median,-2.742301682578338e-07,0.18669410188066066
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-1 Return >= -0.093502,2pt,Fear and Greed Index,0.00048026242478257204,0.11177923199017971
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-1 Return >= -0.036110,1pt,const,-0.0031508535856206938,0.8660510732056192
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-1 Return >= -0.036110,1pt,Kurtosis,-0.002134019977564328,0.5151153013222092
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-1 Return >= -0.036110,1pt,Median,-3.160849157106655e-07,0.16066007849275016
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-1 Return >= -0.036110,1pt,Fear and Greed Index,0.0005215735442078092,0.11235314289028836
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-1 Return >= -0.036110,2pt,const,-0.003273914096310278,0.8605608952634423
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-1 Return >= -0.036110,2pt,Kurtosis,-0.0021202977122575717,0.5170802592610302
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-1 Return >= -0.036110,2pt,Median,-3.141760272552738e-07,0.1621346813078835
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-1 Return >= -0.036110,2pt,Fear and Greed Index,0.0005208456066135392,0.11267336994330553
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-1 Return <= 0.061874,1pt,const,0.006756604473670314,0.6883321678564587
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-1 Return <= 0.061874,1pt,Kurtosis,-0.0025929297053193328,0.29303360557656466
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-1 Return <= 0.061874,1pt,Median,-2.126763234384274e-07,0.33169112212157537
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-1 Return <= 0.061874,1pt,Fear and Greed Index,0.0001635302811097138,0.6067461749683054
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-1 Return <= 0.061874,2pt,const,0.006637559224783978,0.6929937002727541
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-1 Return <= 0.061874,2pt,Kurtosis,-0.0025871517502593787,0.29301078556191434
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-1 Return <= 0.061874,2pt,Median,-2.103895968177095e-07,0.33602300205776536
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-1 Return <= 0.061874,2pt,Fear and Greed Index,0.00016241047048097816,0.6090616685097537
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-1 Return <= 0.106004,1pt,const,0.007432054272529441,0.6402443993066311
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-1 Return <= 0.106004,1pt,Kurtosis,-0.0027967763745749257,0.25304575291780795
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-1 Return <= 0.106004,1pt,Median,-2.644796245930172e-07,0.20854167182155137
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-1 Return <= 0.106004,1pt,Fear and Greed Index,0.0002611558671048593,0.37883440552853376
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-1 Return <= 0.106004,2pt,const,0.007301036285683373,0.645521483400205
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-1 Return <= 0.106004,2pt,Kurtosis,-0.002788416037734176,0.2534507391291471
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-1 Return <= 0.106004,2pt,Median,-2.620954299581084e-07,0.21189451523147182
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-1 Return <= 0.106004,2pt,Fear and Greed Index,0.00026006715430828273,0.38062068696938045
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-2 Return >= -0.093502,1pt,const,0.004732405986602991,0.7838217599018218
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-2 Return >= -0.093502,1pt,Kurtosis,-0.003938453068469748,0.09563709160782347
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-2 Return >= -0.093502,1pt,Median,-3.293480599855251e-07,0.12989690086182823
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-2 Return >= -0.093502,1pt,Fear and Greed Index,0.0004722184499127002,0.12554494012365158
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-2 Return >= -0.093502,2pt,const,0.0045173320763170375,0.7931647349634181
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-2 Return >= -0.093502,2pt,Kurtosis,-0.003914709865862733,0.09708571895517408
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-2 Return >= -0.093502,2pt,Median,-3.258364748143763e-07,0.13337712410532787
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-2 Return >= -0.093502,2pt,Fear and Greed Index,0.00047071087188879613,0.12661242547198828
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-2 Return >= -0.036365,1pt,const,-0.0130179446630345,0.46934458985090055
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-2 Return >= -0.036365,1pt,Kurtosis,-0.0044258457469908636,0.056681072986583245
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-2 Return >= -0.036365,1pt,Median,-3.457620389569709e-07,0.11875984093121858
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-2 Return >= -0.036365,1pt,Fear and Greed Index,0.0007908323606619798,0.014740061266408824
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-2 Return >= -0.036365,2pt,const,-0.013260094904274896,0.46065288762761014
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-2 Return >= -0.036365,2pt,Kurtosis,-0.004408058528439581,0.057290426441202746
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-2 Return >= -0.036365,2pt,Median,-3.419588119902885e-07,0.12226143551269172
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-2 Return >= -0.036365,2pt,Fear and Greed Index,0.0007895435926518064,0.014871961137187417
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-2 Return <= 0.061874,1pt,const,0.0052288871657647645,0.7767104930792583
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-2 Return <= 0.061874,1pt,Kurtosis,0.00017464266916345287,0.9638584431864117
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-2 Return <= 0.061874,1pt,Median,-2.3817576864670394e-07,0.2865919494771271
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-2 Return <= 0.061874,1pt,Fear and Greed Index,0.00024530190963899235,0.4330922650520016
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-2 Return <= 0.061874,2pt,const,0.005192715227089255,0.7772830153702399
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-2 Return <= 0.061874,2pt,Kurtosis,0.0001941710779405773,0.9597399771568241
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-2 Return <= 0.061874,2pt,Median,-2.3812379353657161e-07,0.2853426385800187
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-2 Return <= 0.061874,2pt,Fear and Greed Index,0.00024534242472439835,0.4329472695783011
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-2 Return <= 0.106004,1pt,const,-0.011842017539346428,0.5077334851259458
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-2 Return <= 0.106004,1pt,Kurtosis,0.001849326833461991,0.6329867199811503
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-2 Return <= 0.106004,1pt,Median,-3.0103170204791943e-07,0.16669389872240126
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-2 Return <= 0.106004,1pt,Fear and Greed Index,0.0005835830603280354,0.05438931219939461
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-2 Return <= 0.106004,2pt,const,-0.011847813151133629,0.5056072046221065
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-2 Return <= 0.106004,2pt,Kurtosis,0.0018883274364482536,0.6251972291576309
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-2 Return <= 0.106004,2pt,Median,-3.021774535207036e-07,0.16387731578938963
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-2 Return <= 0.106004,2pt,Fear and Greed Index,0.0005841359877107464,0.05409875012007533
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-3 Return >= -0.093502,1pt,const,0.002673966344866284,0.8760187308982574
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-3 Return >= -0.093502,1pt,Kurtosis,-0.0037842366465061987,0.10402222225626596
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-3 Return >= -0.093502,1pt,Median,-3.341174819332978e-07,0.11946870656774043
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-3 Return >= -0.093502,1pt,Fear and Greed Index,0.0004929782531001568,0.11203809761926938
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-3 Return >= -0.093502,2pt,const,0.0024787627649955394,0.8848664623388288
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-3 Return >= -0.093502,2pt,Kurtosis,-0.0037665872074512164,0.1050146467186004
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-3 Return >= -0.093502,2pt,Median,-3.3080428224057826e-07,0.12249656929003071
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-3 Return >= -0.093502,2pt,Fear and Greed Index,0.0004915571203367452,0.112914326451782
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-3 Return >= -0.036365,1pt,const,-0.006775821504348102,0.6982817804002641
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-3 Return >= -0.036365,1pt,Kurtosis,-0.004258246011046127,0.0676806679567329
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-3 Return >= -0.036365,1pt,Median,-3.123865421384161e-07,0.16108033099110497
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-3 Return >= -0.036365,1pt,Fear and Greed Index,0.0006286401493055087,0.04984909752591889
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-3 Return >= -0.036365,2pt,const,-0.006990708116339678,0.6888829399609269
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-3 Return >= -0.036365,2pt,Kurtosis,-0.004243798464357757,0.06809433327241345
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-3 Return >= -0.036365,2pt,Median,-3.087264615594996e-07,0.16531478082376852
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-3 Return >= -0.036365,2pt,Fear and Greed Index,0.0006271684558887673,0.05027815710889331
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-3 Return <= 0.066016,1pt,const,-0.013148567306618252,0.4774075256424034
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-3 Return <= 0.066016,1pt,Kurtosis,0.0036422260708842517,0.3508505418436201
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-3 Return <= 0.066016,1pt,Median,-3.183411784081855e-07,0.1690477366686363
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-3 Return <= 0.066016,1pt,Fear and Greed Index,0.0006250942622830673,0.04893519516029599
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-3 Return <= 0.066016,2pt,const,-0.013070587937403358,0.47815393732799205
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-3 Return <= 0.066016,2pt,Kurtosis,0.0036783832931223015,0.3452453004302195
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-3 Return <= 0.066016,2pt,Median,-3.209726148617765e-07,0.16430261571927957
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-3 Return <= 0.066016,2pt,Fear and Greed Index,0.0006262362084692539,0.048424955110534275
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-3 Return <= 0.106004,1pt,const,-0.0002914982824433101,0.9859915429744416
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-3 Return <= 0.106004,1pt,Kurtosis,-0.0002708182397881773,0.930825363440583
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-3 Return <= 0.106004,1pt,Median,-3.5529095563187877e-07,0.10231682929835771
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-3 Return <= 0.106004,1pt,Fear and Greed Index,0.0005354789433872872,0.0719651113057055
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-3 Return <= 0.106004,2pt,const,-0.0003610087673227972,0.9826016152525471
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-3 Return <= 0.106004,2pt,Kurtosis,-0.00023825655303456829,0.9389992734200243
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-3 Return <= 0.106004,2pt,Median,-3.5461953842894373e-07,0.10211340255239536
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-3 Return <= 0.106004,2pt,Fear and Greed Index,0.0005348953578728946,0.07209440331566162
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-4 Return >= -0.093502,1pt,const,0.004044352351601203,0.8069828843099831
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-4 Return >= -0.093502,1pt,Kurtosis,-0.0026099629111570937,0.24985624049633318
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-4 Return >= -0.093502,1pt,Median,-2.621495290432712e-07,0.21040267754688313
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-4 Return >= -0.093502,1pt,Fear and Greed Index,0.0003576207571877223,0.2420079590341951
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-4 Return >= -0.093502,2pt,const,0.003917415590579006,0.8127020048189233
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-4 Return >= -0.093502,2pt,Kurtosis,-0.0026015640519730346,0.2504387998330386
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-4 Return >= -0.093502,2pt,Median,-2.598477611591373e-07,0.21351082458804627
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-4 Return >= -0.093502,2pt,Fear and Greed Index,0.0003566015564455911,0.24307883722488943
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-4 Return >= -0.036365,1pt,const,-0.0037756818413024256,0.8258061856312627
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-4 Return >= -0.036365,1pt,Kurtosis,-0.0029095928749202807,0.20394779766980098
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-4 Return >= -0.036365,1pt,Median,-3.3382365050850714e-07,0.13296329417166672
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-4 Return >= -0.036365,1pt,Fear and Greed Index,0.0005926918070596718,0.06998326575464797
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-4 Return >= -0.036365,2pt,const,-0.003911953749588507,0.8194320655606282
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-4 Return >= -0.036365,2pt,Kurtosis,-0.0029051331713869878,0.20370049647294905
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-4 Return >= -0.036365,2pt,Median,-3.312355773883362e-07,0.13513692160308324
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-4 Return >= -0.036365,2pt,Fear and Greed Index,0.0005915770649563045,0.07031821147461226
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-4 Return <= 0.067365,1pt,const,0.011115720261598662,0.5136565525008703
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-4 Return <= 0.067365,1pt,Kurtosis,-0.004045409216011697,0.0866367981835409
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-4 Return <= 0.067365,1pt,Median,-3.946197341061459e-07,0.09159827030847825
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-4 Return <= 0.067365,1pt,Fear and Greed Index,0.0004043167113062579,0.1938551150695046
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-4 Return <= 0.067365,2pt,const,0.010914088009303513,0.5207455636926547
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-4 Return <= 0.067365,2pt,Kurtosis,-0.004022264890792386,0.08779077670085719
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-4 Return <= 0.067365,2pt,Median,-3.913078847587798e-07,0.09385607924626414
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-4 Return <= 0.067365,2pt,Fear and Greed Index,0.00040279317448296636,0.19537415468010216
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-4 Return <= 0.108559,1pt,const,-0.0005893031496910671,0.9709767632536754
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-4 Return <= 0.108559,1pt,Kurtosis,-0.003657512914696191,0.11490337402620576
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-4 Return <= 0.108559,1pt,Median,-3.078688521375363e-07,0.16195269924081218
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-4 Return <= 0.108559,1pt,Fear and Greed Index,0.0005135303352758669,0.08502623030775656
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-4 Return <= 0.108559,2pt,const,-0.0007800809301791961,0.9615313924691353
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-4 Return <= 0.108559,2pt,Kurtosis,-0.0036348347375870747,0.11645313237138208
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-4 Return <= 0.108559,2pt,Median,-3.0467109322291613e-07,0.1656413702534923
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-4 Return <= 0.108559,2pt,Fear and Greed Index,0.0005120093706109913,0.085812418273272
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-2 Return >= -0.093502,1pt,const,0.006481263170295813,0.6877763922945922
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-2 Return >= -0.093502,1pt,Kurtosis,-0.0020136282755433047,0.49166046795637397
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-2 Return >= -0.093502,1pt,Median,-2.45931740689207e-07,0.2232887657947481
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-2 Return >= -0.093502,1pt,Fear and Greed Index,0.00030350823611450064,0.3060927910544345
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-2 Return >= -0.093502,2pt,const,0.006342507327909321,0.6932791959415083
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-2 Return >= -0.093502,2pt,Kurtosis,-0.002007328913284745,0.49040766798862434
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-2 Return >= -0.093502,2pt,Median,-2.439556321708021e-07,0.2258703220331839
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-2 Return >= -0.093502,2pt,Fear and Greed Index,0.0003031492250707473,0.3064186178718227
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-2 Return >= -0.036365,1pt,const,-0.003240551822203527,0.8504502655864812
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-2 Return >= -0.036365,1pt,Kurtosis,-0.0020944998149263145,0.47772182930201523
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-2 Return >= -0.036365,1pt,Median,-2.8765560958889963e-07,0.17494943698446533
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-2 Return >= -0.036365,1pt,Fear and Greed Index,0.0005183145872134225,0.10263590905129467
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-2 Return >= -0.036365,2pt,const,-0.0033944246628595013,0.8430221013378839
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-2 Return >= -0.036365,2pt,Kurtosis,-0.0020888206312253835,0.47630237166215184
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-2 Return >= -0.036365,2pt,Median,-2.8560094634058825e-07,0.17705609138506226
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-2 Return >= -0.036365,2pt,Fear and Greed Index,0.0005180983959954271,0.10266184443214123
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-2 Return <= 0.061874,1pt,const,-0.0062009241929398065,0.7279030506855875
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-2 Return <= 0.061874,1pt,Kurtosis,8.31748212092366e-06,0.9982375166310029
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-2 Return <= 0.061874,1pt,Median,-7.196869488770783e-08,0.7486439681068895
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-2 Return <= 0.061874,1pt,Fear and Greed Index,0.000254863390258192,0.43797477422698516
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-2 Return <= 0.061874,2pt,const,-0.006210946144386805,0.726125171480702
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-2 Return <= 0.061874,2pt,Kurtosis,1.4935804115706575e-05,0.9968082631207746
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-2 Return <= 0.061874,2pt,Median,-7.19221881501663e-08,0.7481562941331574
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-2 Return <= 0.061874,2pt,Fear and Greed Index,0.0002548030737722686,0.43784917033780435
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-2 Return <= 0.106004,1pt,const,-0.018027160881681145,0.2983227468962508
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-2 Return <= 0.106004,1pt,Kurtosis,0.0012099965564929783,0.7487893172674259
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-2 Return <= 0.106004,1pt,Median,-1.6461609213921319e-07,0.45044837264761695
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-2 Return <= 0.106004,1pt,Fear and Greed Index,0.0005558321022197807,0.08053492744918747
